Date,Open,High,Low,Close,Adj Close,Volume
2021-03-10,0.009225999936461449,0.00923100020736456,0.00922400038689375,0.009228999726474285,0.009228999726474285,38233
2021-03-11,0.009228000417351723,0.009232000447809696,0.009190999902784824,0.009212000295519829,0.009212000295519829,308571
2021-03-12,0.009209999814629555,0.009215000085532665,0.009154999628663063,0.009178999811410904,0.009178999811410904,37345
2021-03-13,0.009178999811410904,0.009186999872326851,0.009165000170469284,0.009177999570965767,0.009177999570965767,201012
2021-03-14,0.009177999570965767,0.009189000353217125,0.00916799996048212,0.00916799996048212,0.00916799996048212,49557
2021-03-15,0.00916799996048212,0.009189999662339687,0.009146999567747116,0.00916100014001131,0.00916100014001131,38057
2021-03-16,0.00916100014001131,0.00919399969279766,0.009146999567747116,0.009177999570965767,0.009177999570965767,76783
2021-03-17,0.009178999811410904,0.009208999574184418,0.00914900004863739,0.009193000383675098,0.009193000383675098,140945
2021-03-18,0.009193000383675098,0.009205999784171581,0.0091559998691082,0.009181000292301178,0.009181000292301178,169766
2021-03-19,0.009181000292301178,0.009213999845087528,0.00916799996048212,0.009200000204145908,0.009200000204145908,68539
2021-03-20,0.009200000204145908,0.009212000295519829,0.009185999631881714,0.009196000173687935,0.009196000173687935,4596
2021-03-21,0.009196000173687935,0.009204000234603882,0.009177999570965767,0.009192000143229961,0.009192000143229961,2686
2021-03-22,0.009193000383675098,0.009216000325977802,0.009178999811410904,0.009202999994158745,0.009202999994158745,28316
2021-03-23,0.009202999994158745,0.009236999787390232,0.009192000143229961,0.009233999997377396,0.009233999997377396,21903
2021-03-24,0.009235000237822533,0.009244999848306179,0.009208999574184418,0.009208999574184418,0.009208999574184418,192716
2021-03-25,0.009208999574184418,0.009213999845087528,0.009154999628663063,0.009158999659121037,0.009158999659121037,99853
2021-03-26,0.009158999659121037,0.009162000380456448,0.009101999923586845,0.00912300031632185,0.00912300031632185,142320
2021-03-27,0.00912300031632185,0.009254000149667263,0.009100000374019146,0.009100000374019146,0.009100000374019146,12145
2021-03-28,0.009100000374019146,0.009170999750494957,0.009030000306665897,0.009096999652683735,0.009096999652683735,104112
2021-03-29,0.009096999652683735,0.009177999570965767,0.009046999737620354,0.00913500040769577,0.00913500040769577,2436
2021-03-30,0.00913500040769577,0.00916299968957901,0.009046999737620354,0.009069000370800495,0.009069000370800495,18327
2021-03-31,0.009068000130355358,0.009184000082314014,0.009030000306665897,0.009128999896347523,0.009128999896347523,39741
2021-04-01,0.009128999896347523,0.009173000231385231,0.009018000215291977,0.009050999768078327,0.009050999768078327,135302
2021-04-02,0.009050000458955765,0.009101999923586845,0.00902399979531765,0.009078999981284142,0.009078999981284142,20653
2021-04-03,0.009078999981284142,0.009095000103116035,0.009033000096678734,0.009046000428497791,0.009046000428497791,167900
2021-04-04,0.009045000188052654,0.009081000462174416,0.009038000367581844,0.0090549997985363,0.0090549997985363,243448
2021-04-05,0.009056000038981438,0.009127000346779823,0.009043999947607517,0.009091000072658062,0.009091000072658062,179346
2021-04-06,0.009093999862670898,0.009127000346779823,0.009050000458955765,0.009122000075876713,0.009122000075876713,395874
2021-04-07,0.009120999835431576,0.009131000377237797,0.009081999771296978,0.009107000194489956,0.009107000194489956,804524
2021-04-08,0.009104999713599682,0.00916799996048212,0.009101999923586845,0.009146000258624554,0.009146000258624554,655737
2021-04-09,0.009146000258624554,0.009157000109553337,0.009103000164031982,0.009115000255405903,0.009115000255405903,277692
2021-04-10,0.009115000255405903,0.009147999808192253,0.009100999683141708,0.00913699995726347,0.00913699995726347,5338073
2021-04-11,0.00913699995726347,0.009151999838650227,0.009103000164031982,0.009120999835431576,0.009120999835431576,669516
2021-04-12,0.009119999594986439,0.009178999811410904,0.009096999652683735,0.00913500040769577,0.00913500040769577,77568
2021-04-13,0.009134000167250633,0.009182999841868877,0.009103000164031982,0.00917499978095293,0.00917499978095293,171849
2021-04-14,0.009170999750494957,0.009220000356435776,0.00914399977773428,0.009194999933242798,0.009194999933242798,184018
2021-04-15,0.009194999933242798,0.009239000268280506,0.009166000410914421,0.009189999662339687,0.009189999662339687,98428
2021-04-16,0.009189000353217125,0.009192000143229961,0.00916799996048212,0.009171999990940094,0.009171999990940094,49086
2021-04-17,0.009169000200927258,0.009232000447809696,0.009154999628663063,0.009201000444591045,0.009201000444591045,120124
2021-04-18,0.009198999963700771,0.009289000183343887,0.009077999740839005,0.009138000197708607,0.009138000197708607,2164795
2021-04-19,0.009139000438153744,0.009251999668776989,0.00913500040769577,0.009220000356435776,0.009220000356435776,199360
2021-04-20,0.009220999665558338,0.009255999699234962,0.009185999631881714,0.009235999546945095,0.009235999546945095,1301793
2021-04-21,0.009235999546945095,0.009286999702453613,0.009128999896347523,0.00914200022816658,0.00914200022816658,32905
2021-04-22,0.00914200022816658,0.009308000095188618,0.009085999801754951,0.009240999817848206,0.009240999817848206,221166
2021-04-23,0.009238000027835369,0.00940100010484457,0.009217999875545502,0.009260999970138073,0.009260999970138073,1660358
2021-04-24,0.009260999970138073,0.00928299967199564,0.009190999902784824,0.009242000058293343,0.009242000058293343,205117
2021-04-25,0.009242000058293343,0.009305000305175781,0.009211000055074692,0.009302999824285507,0.009302999824285507,220474
2021-04-26,0.00930199958384037,0.009328000247478485,0.009225999936461449,0.009235999546945095,0.009235999546945095,689838
2021-04-27,0.009235999546945095,0.009252999909222126,0.009166999720036983,0.009189000353217125,0.009189000353217125,215619
2021-04-28,0.009190999902784824,0.009227000176906586,0.009154999628663063,0.009213999845087528,0.009213999845087528,211814
2021-04-29,0.009215000085532665,0.00924300029873848,0.009147999808192253,0.009201000444591045,0.009201000444591045,1237203
2021-04-30,0.009200000204145908,0.009240999817848206,0.009108999744057655,0.00916299968957901,0.00916299968957901,37661
2021-05-01,0.009162000380456448,0.009194999933242798,0.009112999774515629,0.009146000258624554,0.009146000258624554,17513
2021-05-02,0.009146000258624554,0.009165000170469284,0.009126000106334686,0.009145000018179417,0.009145000018179417,65531
2021-05-03,0.009146000258624554,0.009560000151395798,0.00913000013679266,0.00915099959820509,0.00915099959820509,46964
2021-05-04,0.009151999838650227,0.009189999662339687,0.009027999825775623,0.009038999676704407,0.009038999676704407,87153
2021-05-05,0.00904100015759468,0.0092550003901124,0.00902900006622076,0.009240999817848206,0.009240999817848206,34355
2021-05-06,0.009239999577403069,0.00925000011920929,0.009103000164031982,0.009158999659121037,0.009158999659121037,47563
